,Statistic Label,Year,Age Group,Sex,Road User Type,UNIT,VALUE
9297,All Killed and Injured Casualties,2017,45 - 54 years,Male,Pedestrians,Number,54
9298,All Killed and Injured Casualties,2017,45 - 54 years,Male,Pedal cyclists,Number,115
9299,All Killed and Injured Casualties,2017,45 - 54 years,Male,Motor cyclists,Number,70
9300,All Killed and Injured Casualties,2017,45 - 54 years,Male,All Car users,Number,330
9301,All Killed and Injured Casualties,2017,45 - 54 years,Male,Car drivers,Number,286
9302,All Killed and Injured Casualties,2017,45 - 54 years,Male,Car passengers,Number,44
9303,All Killed and Injured Casualties,2017,45 - 54 years,Male,Other road users,Number,80
9305,All Killed and Injured Casualties,2017,45 - 54 years,Female,Pedestrians,Number,57
9306,All Killed and Injured Casualties,2017,45 - 54 years,Female,Pedal cyclists,Number,30
9307,All Killed and Injured Casualties,2017,45 - 54 years,Female,Motor cyclists,Number,7
9308,All Killed and Injured Casualties,2017,45 - 54 years,Female,All Car users,Number,373
9309,All Killed and Injured Casualties,2017,45 - 54 years,Female,Car drivers,Number,268
9310,All Killed and Injured Casualties,2017,45 - 54 years,Female,Car passengers,Number,105
9311,All Killed and Injured Casualties,2017,45 - 54 years,Female,Other road users,Number,16
9313,All Killed and Injured Casualties,2017,55 - 64 years,Male,Pedestrians,Number,57
9314,All Killed and Injured Casualties,2017,55 - 64 years,Male,Pedal cyclists,Number,63
9315,All Killed and Injured Casualties,2017,55 - 64 years,Male,Motor cyclists,Number,30
9316,All Killed and Injured Casualties,2017,55 - 64 years,Male,All Car users,Number,185
9317,All Killed and Injured Casualties,2017,55 - 64 years,Male,Car drivers,Number,159
9318,All Killed and Injured Casualties,2017,55 - 64 years,Male,Car passengers,Number,26
9319,All Killed and Injured Casualties,2017,55 - 64 years,Male,Other road users,Number,43
9321,All Killed and Injured Casualties,2017,55 - 64 years,Female,Pedestrians,Number,43
9322,All Killed and Injured Casualties,2017,55 - 64 years,Female,Pedal cyclists,Number,26
9323,All Killed and Injured Casualties,2017,55 - 64 years,Female,Motor cyclists,Number,7
9324,All Killed and Injured Casualties,2017,55 - 64 years,Female,All Car users,Number,252
9325,All Killed and Injured Casualties,2017,55 - 64 years,Female,Car drivers,Number,177
9326,All Killed and Injured Casualties,2017,55 - 64 years,Female,Car passengers,Number,75
9327,All Killed and Injured Casualties,2017,55 - 64 years,Female,Other road users,Number,5
9329,All Killed and Injured Casualties,2017,65 years and over,Male,Pedestrians,Number,78
9330,All Killed and Injured Casualties,2017,65 years and over,Male,Pedal cyclists,Number,25
9331,All Killed and Injured Casualties,2017,65 years and over,Male,Motor cyclists,Number,14
9332,All Killed and Injured Casualties,2017,65 years and over,Male,All Car users,Number,270
9333,All Killed and Injured Casualties,2017,65 years and over,Male,Car drivers,Number,226
9334,All Killed and Injured Casualties,2017,65 years and over,Male,Car passengers,Number,44
9335,All Killed and Injured Casualties,2017,65 years and over,Male,Other road users,Number,31
9337,All Killed and Injured Casualties,2017,65 years and over,Female,Pedestrians,Number,83
9338,All Killed and Injured Casualties,2017,65 years and over,Female,Pedal cyclists,Number,9
9339,All Killed and Injured Casualties,2017,65 years and over,Female,Motor cyclists,Number,0
9340,All Killed and Injured Casualties,2017,65 years and over,Female,All Car users,Number,265
9341,All Killed and Injured Casualties,2017,65 years and over,Female,Car drivers,Number,164
9342,All Killed and Injured Casualties,2017,65 years and over,Female,Car passengers,Number,101
9343,All Killed and Injured Casualties,2017,65 years and over,Female,Other road users,Number,3
9377,All Killed and Injured Casualties,2018,0 - 5 years,Male,Pedestrians,Number,23
9378,All Killed and Injured Casualties,2018,0 - 5 years,Male,Pedal cyclists,Number,2
9379,All Killed and Injured Casualties,2018,0 - 5 years,Male,Motor cyclists,Number,0
9380,All Killed and Injured Casualties,2018,0 - 5 years,Male,All Car users,Number,44
9381,All Killed and Injured Casualties,2018,0 - 5 years,Male,Car drivers,Number,0
9382,All Killed and Injured Casualties,2018,0 - 5 years,Male,Car passengers,Number,44
9383,All Killed and Injured Casualties,2018,0 - 5 years,Male,Other road users,Number,7
9385,All Killed and Injured Casualties,2018,0 - 5 years,Female,Pedestrians,Number,14
9386,All Killed and Injured Casualties,2018,0 - 5 years,Female,Pedal cyclists,Number,1
9387,All Killed and Injured Casualties,2018,0 - 5 years,Female,Motor cyclists,Number,0
9388,All Killed and Injured Casualties,2018,0 - 5 years,Female,All Car users,Number,42
9389,All Killed and Injured Casualties,2018,0 - 5 years,Female,Car drivers,Number,0
9390,All Killed and Injured Casualties,2018,0 - 5 years,Female,Car passengers,Number,42
9391,All Killed and Injured Casualties,2018,0 - 5 years,Female,Other road users,Number,1
9393,All Killed and Injured Casualties,2018,6 - 9 years,Male,Pedestrians,Number,31
9394,All Killed and Injured Casualties,2018,6 - 9 years,Male,Pedal cyclists,Number,8
9395,All Killed and Injured Casualties,2018,6 - 9 years,Male,Motor cyclists,Number,0
9396,All Killed and Injured Casualties,2018,6 - 9 years,Male,All Car users,Number,44
9397,All Killed and Injured Casualties,2018,6 - 9 years,Male,Car drivers,Number,0
9398,All Killed and Injured Casualties,2018,6 - 9 years,Male,Car passengers,Number,44
9399,All Killed and Injured Casualties,2018,6 - 9 years,Male,Other road users,Number,9
9401,All Killed and Injured Casualties,2018,6 - 9 years,Female,Pedestrians,Number,19
9402,All Killed and Injured Casualties,2018,6 - 9 years,Female,Pedal cyclists,Number,4
9403,All Killed and Injured Casualties,2018,6 - 9 years,Female,Motor cyclists,Number,0
9404,All Killed and Injured Casualties,2018,6 - 9 years,Female,All Car users,Number,52
9405,All Killed and Injured Casualties,2018,6 - 9 years,Female,Car drivers,Number,0
9406,All Killed and Injured Casualties,2018,6 - 9 years,Female,Car passengers,Number,52
9407,All Killed and Injured Casualties,2018,6 - 9 years,Female,Other road users,Number,3
9409,All Killed and Injured Casualties,2018,10 - 14 years,Male,Pedestrians,Number,43
9410,All Killed and Injured Casualties,2018,10 - 14 years,Male,Pedal cyclists,Number,39
9411,All Killed and Injured Casualties,2018,10 - 14 years,Male,Motor cyclists,Number,2
9412,All Killed and Injured Casualties,2018,10 - 14 years,Male,All Car users,Number,70
9413,All Killed and Injured Casualties,2018,10 - 14 years,Male,Car drivers,Number,2
9414,All Killed and Injured Casualties,2018,10 - 14 years,Male,Car passengers,Number,68
9415,All Killed and Injured Casualties,2018,10 - 14 years,Male,Other road users,Number,5
9417,All Killed and Injured Casualties,2018,10 - 14 years,Female,Pedestrians,Number,39
9418,All Killed and Injured Casualties,2018,10 - 14 years,Female,Pedal cyclists,Number,9
9419,All Killed and Injured Casualties,2018,10 - 14 years,Female,Motor cyclists,Number,0
9420,All Killed and Injured Casualties,2018,10 - 14 years,Female,All Car users,Number,68
9421,All Killed and Injured Casualties,2018,10 - 14 years,Female,Car drivers,Number,0
9422,All Killed and Injured Casualties,2018,10 - 14 years,Female,Car passengers,Number,68
9423,All Killed and Injured Casualties,2018,10 - 14 years,Female,Other road users,Number,6
9425,All Killed and Injured Casualties,2018,15 - 17 years,Male,Pedestrians,Number,42
9426,All Killed and Injured Casualties,2018,15 - 17 years,Male,Pedal cyclists,Number,35
9427,All Killed and Injured Casualties,2018,15 - 17 years,Male,Motor cyclists,Number,9
9428,All Killed and Injured Casualties,2018,15 - 17 years,Male,All Car users,Number,71
9429,All Killed and Injured Casualties,2018,15 - 17 years,Male,Car drivers,Number,10
9430,All Killed and Injured Casualties,2018,15 - 17 years,Male,Car passengers,Number,61
9431,All Killed and Injured Casualties,2018,15 - 17 years,Male,Other road users,Number,16
9433,All Killed and Injured Casualties,2018,15 - 17 years,Female,Pedestrians,Number,29
9434,All Killed and Injured Casualties,2018,15 - 17 years,Female,Pedal cyclists,Number,3
9435,All Killed and Injured Casualties,2018,15 - 17 years,Female,Motor cyclists,Number,0
9436,All Killed and Injured Casualties,2018,15 - 17 years,Female,All Car users,Number,79
9437,All Killed and Injured Casualties,2018,15 - 17 years,Female,Car drivers,Number,2
9438,All Killed and Injured Casualties,2018,15 - 17 years,Female,Car passengers,Number,77
9439,All Killed and Injured Casualties,2018,15 - 17 years,Female,Other road users,Number,9
9441,All Killed and Injured Casualties,2018,18 - 20 years,Male,Pedestrians,Number,29
9442,All Killed and Injured Casualties,2018,18 - 20 years,Male,Pedal cyclists,Number,29
9443,All Killed and Injured Casualties,2018,18 - 20 years,Male,Motor cyclists,Number,36
9444,All Killed and Injured Casualties,2018,18 - 20 years,Male,All Car users,Number,176
9445,All Killed and Injured Casualties,2018,18 - 20 years,Male,Car drivers,Number,98
9446,All Killed and Injured Casualties,2018,18 - 20 years,Male,Car passengers,Number,78
9447,All Killed and Injured Casualties,2018,18 - 20 years,Male,Other road users,Number,25
9449,All Killed and Injured Casualties,2018,18 - 20 years,Female,Pedestrians,Number,22
9450,All Killed and Injured Casualties,2018,18 - 20 years,Female,Pedal cyclists,Number,11
9451,All Killed and Injured Casualties,2018,18 - 20 years,Female,Motor cyclists,Number,2
9452,All Killed and Injured Casualties,2018,18 - 20 years,Female,All Car users,Number,139
9453,All Killed and Injured Casualties,2018,18 - 20 years,Female,Car drivers,Number,49
9454,All Killed and Injured Casualties,2018,18 - 20 years,Female,Car passengers,Number,90
9455,All Killed and Injured Casualties,2018,18 - 20 years,Female,Other road users,Number,4
9457,All Killed and Injured Casualties,2018,21 - 24 years,Male,Pedestrians,Number,35
9458,All Killed and Injured Casualties,2018,21 - 24 years,Male,Pedal cyclists,Number,59
9459,All Killed and Injured Casualties,2018,21 - 24 years,Male,Motor cyclists,Number,38
9460,All Killed and Injured Casualties,2018,21 - 24 years,Male,All Car users,Number,236
9461,All Killed and Injured Casualties,2018,21 - 24 years,Male,Car drivers,Number,150
9462,All Killed and Injured Casualties,2018,21 - 24 years,Male,Car passengers,Number,86
9463,All Killed and Injured Casualties,2018,21 - 24 years,Male,Other road users,Number,23
9465,All Killed and Injured Casualties,2018,21 - 24 years,Female,Pedestrians,Number,42
9466,All Killed and Injured Casualties,2018,21 - 24 years,Female,Pedal cyclists,Number,31
9467,All Killed and Injured Casualties,2018,21 - 24 years,Female,Motor cyclists,Number,7
9468,All Killed and Injured Casualties,2018,21 - 24 years,Female,All Car users,Number,199
9469,All Killed and Injured Casualties,2018,21 - 24 years,Female,Car drivers,Number,121
9470,All Killed and Injured Casualties,2018,21 - 24 years,Female,Car passengers,Number,78
9471,All Killed and Injured Casualties,2018,21 - 24 years,Female,Other road users,Number,9
9473,All Killed and Injured Casualties,2018,25 - 34 years,Male,Pedestrians,Number,107
9474,All Killed and Injured Casualties,2018,25 - 34 years,Male,Pedal cyclists,Number,183
9475,All Killed and Injured Casualties,2018,25 - 34 years,Male,Motor cyclists,Number,119
9476,All Killed and Injured Casualties,2018,25 - 34 years,Male,All Car users,Number,450
9477,All Killed and Injured Casualties,2018,25 - 34 years,Male,Car drivers,Number,332
9478,All Killed and Injured Casualties,2018,25 - 34 years,Male,Car passengers,Number,118
9479,All Killed and Injured Casualties,2018,25 - 34 years,Male,Other road users,Number,120
9481,All Killed and Injured Casualties,2018,25 - 34 years,Female,Pedestrians,Number,88
9482,All Killed and Injured Casualties,2018,25 - 34 years,Female,Pedal cyclists,Number,87
9483,All Killed and Injured Casualties,2018,25 - 34 years,Female,Motor cyclists,Number,9
9484,All Killed and Injured Casualties,2018,25 - 34 years,Female,All Car users,Number,488
9485,All Killed and Injured Casualties,2018,25 - 34 years,Female,Car drivers,Number,345
9486,All Killed and Injured Casualties,2018,25 - 34 years,Female,Car passengers,Number,143
9487,All Killed and Injured Casualties,2018,25 - 34 years,Female,Other road users,Number,24
9489,All Killed and Injured Casualties,2018,35 - 44 years,Male,Pedestrians,Number,75
9490,All Killed and Injured Casualties,2018,35 - 44 years,Male,Pedal cyclists,Number,203
9491,All Killed and Injured Casualties,2018,35 - 44 years,Male,Motor cyclists,Number,94
9492,All Killed and Injured Casualties,2018,35 - 44 years,Male,All Car users,Number,409
9493,All Killed and Injured Casualties,2018,35 - 44 years,Male,Car drivers,Number,346
9494,All Killed and Injured Casualties,2018,35 - 44 years,Male,Car passengers,Number,63
9495,All Killed and Injured Casualties,2018,35 - 44 years,Male,Other road users,Number,120
9497,All Killed and Injured Casualties,2018,35 - 44 years,Female,Pedestrians,Number,62
9498,All Killed and Injured Casualties,2018,35 - 44 years,Female,Pedal cyclists,Number,57
9499,All Killed and Injured Casualties,2018,35 - 44 years,Female,Motor cyclists,Number,7
9500,All Killed and Injured Casualties,2018,35 - 44 years,Female,All Car users,Number,459
9501,All Killed and Injured Casualties,2018,35 - 44 years,Female,Car drivers,Number,353
9502,All Killed and Injured Casualties,2018,35 - 44 years,Female,Car passengers,Number,106
9503,All Killed and Injured Casualties,2018,35 - 44 years,Female,Other road users,Number,26
9505,All Killed and Injured Casualties,2018,45 - 54 years,Male,Pedestrians,Number,74
9506,All Killed and Injured Casualties,2018,45 - 54 years,Male,Pedal cyclists,Number,132
9507,All Killed and Injured Casualties,2018,45 - 54 years,Male,Motor cyclists,Number,77
9508,All Killed and Injured Casualties,2018,45 - 54 years,Male,All Car users,Number,316
9509,All Killed and Injured Casualties,2018,45 - 54 years,Male,Car drivers,Number,287
9510,All Killed and Injured Casualties,2018,45 - 54 years,Male,Car passengers,Number,29
9511,All Killed and Injured Casualties,2018,45 - 54 years,Male,Other road users,Number,99
9513,All Killed and Injured Casualties,2018,45 - 54 years,Female,Pedestrians,Number,59
9514,All Killed and Injured Casualties,2018,45 - 54 years,Female,Pedal cyclists,Number,28
9515,All Killed and Injured Casualties,2018,45 - 54 years,Female,Motor cyclists,Number,10
9516,All Killed and Injured Casualties,2018,45 - 54 years,Female,All Car users,Number,371
9517,All Killed and Injured Casualties,2018,45 - 54 years,Female,Car drivers,Number,293
9518,All Killed and Injured Casualties,2018,45 - 54 years,Female,Car passengers,Number,78
9519,All Killed and Injured Casualties,2018,45 - 54 years,Female,Other road users,Number,14
9521,All Killed and Injured Casualties,2018,55 - 64 years,Male,Pedestrians,Number,57
9522,All Killed and Injured Casualties,2018,55 - 64 years,Male,Pedal cyclists,Number,82
9523,All Killed and Injured Casualties,2018,55 - 64 years,Male,Motor cyclists,Number,49
9524,All Killed and Injured Casualties,2018,55 - 64 years,Male,All Car users,Number,222
9525,All Killed and Injured Casualties,2018,55 - 64 years,Male,Car drivers,Number,201
9526,All Killed and Injured Casualties,2018,55 - 64 years,Male,Car passengers,Number,21
9527,All Killed and Injured Casualties,2018,55 - 64 years,Male,Other road users,Number,77
9529,All Killed and Injured Casualties,2018,55 - 64 years,Female,Pedestrians,Number,50
9530,All Killed and Injured Casualties,2018,55 - 64 years,Female,Pedal cyclists,Number,22
9531,All Killed and Injured Casualties,2018,55 - 64 years,Female,Motor cyclists,Number,3
9532,All Killed and Injured Casualties,2018,55 - 64 years,Female,All Car users,Number,253
9533,All Killed and Injured Casualties,2018,55 - 64 years,Female,Car drivers,Number,181
9534,All Killed and Injured Casualties,2018,55 - 64 years,Female,Car passengers,Number,72
9535,All Killed and Injured Casualties,2018,55 - 64 years,Female,Other road users,Number,20
9537,All Killed and Injured Casualties,2018,65 years and over,Male,Pedestrians,Number,97
9538,All Killed and Injured Casualties,2018,65 years and over,Male,Pedal cyclists,Number,37
9539,All Killed and Injured Casualties,2018,65 years and over,Male,Motor cyclists,Number,17
9540,All Killed and Injured Casualties,2018,65 years and over,Male,All Car users,Number,241
9541,All Killed and Injured Casualties,2018,65 years and over,Male,Car drivers,Number,213
9542,All Killed and Injured Casualties,2018,65 years and over,Male,Car passengers,Number,28
9543,All Killed and Injured Casualties,2018,65 years and over,Male,Other road users,Number,40
9545,All Killed and Injured Casualties,2018,65 years and over,Female,Pedestrians,Number,98
9546,All Killed and Injured Casualties,2018,65 years and over,Female,Pedal cyclists,Number,8
9547,All Killed and Injured Casualties,2018,65 years and over,Female,Motor cyclists,Number,3
9548,All Killed and Injured Casualties,2018,65 years and over,Female,All Car users,Number,302
9549,All Killed and Injured Casualties,2018,65 years and over,Female,Car drivers,Number,187
9550,All Killed and Injured Casualties,2018,65 years and over,Female,Car passengers,Number,115
9551,All Killed and Injured Casualties,2018,65 years and over,Female,Other road users,Number,22
9585,All Killed and Injured Casualties,2019,0 - 5 years,Male,Pedestrians,Number,21
9586,All Killed and Injured Casualties,2019,0 - 5 years,Male,Pedal cyclists,Number,5
9587,All Killed and Injured Casualties,2019,0 - 5 years,Male,Motor cyclists,Number,0
9588,All Killed and Injured Casualties,2019,0 - 5 years,Male,All Car users,Number,61
9589,All Killed and Injured Casualties,2019,0 - 5 years,Male,Car drivers,Number,0
9590,All Killed and Injured Casualties,2019,0 - 5 years,Male,Car passengers,Number,61
9591,All Killed and Injured Casualties,2019,0 - 5 years,Male,Other road users,Number,5
9593,All Killed and Injured Casualties,2019,0 - 5 years,Female,Pedestrians,Number,24
9594,All Killed and Injured Casualties,2019,0 - 5 years,Female,Pedal cyclists,Number,1
9595,All Killed and Injured Casualties,2019,0 - 5 years,Female,Motor cyclists,Number,0
9596,All Killed and Injured Casualties,2019,0 - 5 years,Female,All Car users,Number,55
9597,All Killed and Injured Casualties,2019,0 - 5 years,Female,Car drivers,Number,0
9598,All Killed and Injured Casualties,2019,0 - 5 years,Female,Car passengers,Number,55
9599,All Killed and Injured Casualties,2019,0 - 5 years,Female,Other road users,Number,2
9601,All Killed and Injured Casualties,2019,6 - 9 years,Male,Pedestrians,Number,33
9602,All Killed and Injured Casualties,2019,6 - 9 years,Male,Pedal cyclists,Number,10
9603,All Killed and Injured Casualties,2019,6 - 9 years,Male,Motor cyclists,Number,0
9604,All Killed and Injured Casualties,2019,6 - 9 years,Male,All Car users,Number,52
9605,All Killed and Injured Casualties,2019,6 - 9 years,Male,Car drivers,Number,0
9606,All Killed and Injured Casualties,2019,6 - 9 years,Male,Car passengers,Number,52
9607,All Killed and Injured Casualties,2019,6 - 9 years,Male,Other road users,Number,7
9609,All Killed and Injured Casualties,2019,6 - 9 years,Female,Pedestrians,Number,11
9610,All Killed and Injured Casualties,2019,6 - 9 years,Female,Pedal cyclists,Number,3
9611,All Killed and Injured Casualties,2019,6 - 9 years,Female,Motor cyclists,Number,0
9612,All Killed and Injured Casualties,2019,6 - 9 years,Female,All Car users,Number,43
9613,All Killed and Injured Casualties,2019,6 - 9 years,Female,Car drivers,Number,0
9614,All Killed and Injured Casualties,2019,6 - 9 years,Female,Car passengers,Number,43
9615,All Killed and Injured Casualties,2019,6 - 9 years,Female,Other road users,Number,4
9617,All Killed and Injured Casualties,2019,10 - 14 years,Male,Pedestrians,Number,62
9618,All Killed and Injured Casualties,2019,10 - 14 years,Male,Pedal cyclists,Number,65
9619,All Killed and Injured Casualties,2019,10 - 14 years,Male,Motor cyclists,Number,1
9620,All Killed and Injured Casualties,2019,10 - 14 years,Male,All Car users,Number,57
9621,All Killed and Injured Casualties,2019,10 - 14 years,Male,Car drivers,Number,0
9622,All Killed and Injured Casualties,2019,10 - 14 years,Male,Car passengers,Number,57
9623,All Killed and Injured Casualties,2019,10 - 14 years,Male,Other road users,Number,11
9625,All Killed and Injured Casualties,2019,10 - 14 years,Female,Pedestrians,Number,45
9626,All Killed and Injured Casualties,2019,10 - 14 years,Female,Pedal cyclists,Number,8
9627,All Killed and Injured Casualties,2019,10 - 14 years,Female,Motor cyclists,Number,0
9628,All Killed and Injured Casualties,2019,10 - 14 years,Female,All Car users,Number,71
9629,All Killed and Injured Casualties,2019,10 - 14 years,Female,Car drivers,Number,0
9630,All Killed and Injured Casualties,2019,10 - 14 years,Female,Car passengers,Number,71
9631,All Killed and Injured Casualties,2019,10 - 14 years,Female,Other road users,Number,10
9633,All Killed and Injured Casualties,2019,15 - 17 years,Male,Pedestrians,Number,36
9634,All Killed and Injured Casualties,2019,15 - 17 years,Male,Pedal cyclists,Number,37
9635,All Killed and Injured Casualties,2019,15 - 17 years,Male,Motor cyclists,Number,18
9636,All Killed and Injured Casualties,2019,15 - 17 years,Male,All Car users,Number,68
9637,All Killed and Injured Casualties,2019,15 - 17 years,Male,Car drivers,Number,8
9638,All Killed and Injured Casualties,2019,15 - 17 years,Male,Car passengers,Number,60
9639,All Killed and Injured Casualties,2019,15 - 17 years,Male,Other road users,Number,12
9641,All Killed and Injured Casualties,2019,15 - 17 years,Female,Pedestrians,Number,25
9642,All Killed and Injured Casualties,2019,15 - 17 years,Female,Pedal cyclists,Number,2
9643,All Killed and Injured Casualties,2019,15 - 17 years,Female,Motor cyclists,Number,2
9644,All Killed and Injured Casualties,2019,15 - 17 years,Female,All Car users,Number,59
9645,All Killed and Injured Casualties,2019,15 - 17 years,Female,Car drivers,Number,1
9646,All Killed and Injured Casualties,2019,15 - 17 years,Female,Car passengers,Number,58
9647,All Killed and Injured Casualties,2019,15 - 17 years,Female,Other road users,Number,11
9649,All Killed and Injured Casualties,2019,18 - 20 years,Male,Pedestrians,Number,23
9650,All Killed and Injured Casualties,2019,18 - 20 years,Male,Pedal cyclists,Number,48
9651,All Killed and Injured Casualties,2019,18 - 20 years,Male,Motor cyclists,Number,28
9652,All Killed and Injured Casualties,2019,18 - 20 years,Male,All Car users,Number,151
9653,All Killed and Injured Casualties,2019,18 - 20 years,Male,Car drivers,Number,79
9654,All Killed and Injured Casualties,2019,18 - 20 years,Male,Car passengers,Number,72
9655,All Killed and Injured Casualties,2019,18 - 20 years,Male,Other road users,Number,18
9657,All Killed and Injured Casualties,2019,18 - 20 years,Female,Pedestrians,Number,28
9658,All Killed and Injured Casualties,2019,18 - 20 years,Female,Pedal cyclists,Number,6
9659,All Killed and Injured Casualties,2019,18 - 20 years,Female,Motor cyclists,Number,1
9660,All Killed and Injured Casualties,2019,18 - 20 years,Female,All Car users,Number,110
9661,All Killed and Injured Casualties,2019,18 - 20 years,Female,Car drivers,Number,31
9662,All Killed and Injured Casualties,2019,18 - 20 years,Female,Car passengers,Number,79
9663,All Killed and Injured Casualties,2019,18 - 20 years,Female,Other road users,Number,7
9665,All Killed and Injured Casualties,2019,21 - 24 years,Male,Pedestrians,Number,33
9666,All Killed and Injured Casualties,2019,21 - 24 years,Male,Pedal cyclists,Number,67
9667,All Killed and Injured Casualties,2019,21 - 24 years,Male,Motor cyclists,Number,35
9668,All Killed and Injured Casualties,2019,21 - 24 years,Male,All Car users,Number,249
9669,All Killed and Injured Casualties,2019,21 - 24 years,Male,Car drivers,Number,161
9670,All Killed and Injured Casualties,2019,21 - 24 years,Male,Car passengers,Number,88
9671,All Killed and Injured Casualties,2019,21 - 24 years,Male,Other road users,Number,25
9673,All Killed and Injured Casualties,2019,21 - 24 years,Female,Pedestrians,Number,46
9674,All Killed and Injured Casualties,2019,21 - 24 years,Female,Pedal cyclists,Number,32
9675,All Killed and Injured Casualties,2019,21 - 24 years,Female,Motor cyclists,Number,3
9676,All Killed and Injured Casualties,2019,21 - 24 years,Female,All Car users,Number,152
9677,All Killed and Injured Casualties,2019,21 - 24 years,Female,Car drivers,Number,98
9678,All Killed and Injured Casualties,2019,21 - 24 years,Female,Car passengers,Number,54
9679,All Killed and Injured Casualties,2019,21 - 24 years,Female,Other road users,Number,11
9681,All Killed and Injured Casualties,2019,25 - 34 years,Male,Pedestrians,Number,88
9682,All Killed and Injured Casualties,2019,25 - 34 years,Male,Pedal cyclists,Number,187
9683,All Killed and Injured Casualties,2019,25 - 34 years,Male,Motor cyclists,Number,114
9684,All Killed and Injured Casualties,2019,25 - 34 years,Male,All Car users,Number,425
9685,All Killed and Injured Casualties,2019,25 - 34 years,Male,Car drivers,Number,327
9686,All Killed and Injured Casualties,2019,25 - 34 years,Male,Car passengers,Number,98
9687,All Killed and Injured Casualties,2019,25 - 34 years,Male,Other road users,Number,100
9689,All Killed and Injured Casualties,2019,25 - 34 years,Female,Pedestrians,Number,61
9690,All Killed and Injured Casualties,2019,25 - 34 years,Female,Pedal cyclists,Number,80
9691,All Killed and Injured Casualties,2019,25 - 34 years,Female,Motor cyclists,Number,15
9692,All Killed and Injured Casualties,2019,25 - 34 years,Female,All Car users,Number,446
9693,All Killed and Injured Casualties,2019,25 - 34 years,Female,Car drivers,Number,315
9694,All Killed and Injured Casualties,2019,25 - 34 years,Female,Car passengers,Number,131
9695,All Killed and Injured Casualties,2019,25 - 34 years,Female,Other road users,Number,22
9697,All Killed and Injured Casualties,2019,35 - 44 years,Male,Pedestrians,Number,90
9698,All Killed and Injured Casualties,2019,35 - 44 years,Male,Pedal cyclists,Number,202
9699,All Killed and Injured Casualties,2019,35 - 44 years,Male,Motor cyclists,Number,87
9700,All Killed and Injured Casualties,2019,35 - 44 years,Male,All Car users,Number,378
9701,All Killed and Injured Casualties,2019,35 - 44 years,Male,Car drivers,Number,319
9702,All Killed and Injured Casualties,2019,35 - 44 years,Male,Car passengers,Number,59
9703,All Killed and Injured Casualties,2019,35 - 44 years,Male,Other road users,Number,123
9705,All Killed and Injured Casualties,2019,35 - 44 years,Female,Pedestrians,Number,77
9706,All Killed and Injured Casualties,2019,35 - 44 years,Female,Pedal cyclists,Number,54
9707,All Killed and Injured Casualties,2019,35 - 44 years,Female,Motor cyclists,Number,12
9708,All Killed and Injured Casualties,2019,35 - 44 years,Female,All Car users,Number,400
9709,All Killed and Injured Casualties,2019,35 - 44 years,Female,Car drivers,Number,308
9710,All Killed and Injured Casualties,2019,35 - 44 years,Female,Car passengers,Number,92
9711,All Killed and Injured Casualties,2019,35 - 44 years,Female,Other road users,Number,27
9713,All Killed and Injured Casualties,2019,45 - 54 years,Male,Pedestrians,Number,65
9714,All Killed and Injured Casualties,2019,45 - 54 years,Male,Pedal cyclists,Number,137
9715,All Killed and Injured Casualties,2019,45 - 54 years,Male,Motor cyclists,Number,80
9716,All Killed and Injured Casualties,2019,45 - 54 years,Male,All Car users,Number,278
9717,All Killed and Injured Casualties,2019,45 - 54 years,Male,Car drivers,Number,251
9718,All Killed and Injured Casualties,2019,45 - 54 years,Male,Car passengers,Number,27
9719,All Killed and Injured Casualties,2019,45 - 54 years,Male,Other road users,Number,103
9721,All Killed and Injured Casualties,2019,45 - 54 years,Female,Pedestrians,Number,46
9722,All Killed and Injured Casualties,2019,45 - 54 years,Female,Pedal cyclists,Number,38
9723,All Killed and Injured Casualties,2019,45 - 54 years,Female,Motor cyclists,Number,7
9724,All Killed and Injured Casualties,2019,45 - 54 years,Female,All Car users,Number,363
9725,All Killed and Injured Casualties,2019,45 - 54 years,Female,Car drivers,Number,295
9726,All Killed and Injured Casualties,2019,45 - 54 years,Female,Car passengers,Number,68
9727,All Killed and Injured Casualties,2019,45 - 54 years,Female,Other road users,Number,21
9729,All Killed and Injured Casualties,2019,55 - 64 years,Male,Pedestrians,Number,57
9730,All Killed and Injured Casualties,2019,55 - 64 years,Male,Pedal cyclists,Number,83
9731,All Killed and Injured Casualties,2019,55 - 64 years,Male,Motor cyclists,Number,44
9732,All Killed and Injured Casualties,2019,55 - 64 years,Male,All Car users,Number,168
9733,All Killed and Injured Casualties,2019,55 - 64 years,Male,Car drivers,Number,147
9734,All Killed and Injured Casualties,2019,55 - 64 years,Male,Car passengers,Number,21
9735,All Killed and Injured Casualties,2019,55 - 64 years,Male,Other road users,Number,66
9737,All Killed and Injured Casualties,2019,55 - 64 years,Female,Pedestrians,Number,63
9738,All Killed and Injured Casualties,2019,55 - 64 years,Female,Pedal cyclists,Number,24
9739,All Killed and Injured Casualties,2019,55 - 64 years,Female,Motor cyclists,Number,2
9740,All Killed and Injured Casualties,2019,55 - 64 years,Female,All Car users,Number,236
9741,All Killed and Injured Casualties,2019,55 - 64 years,Female,Car drivers,Number,156
9742,All Killed and Injured Casualties,2019,55 - 64 years,Female,Car passengers,Number,80
9743,All Killed and Injured Casualties,2019,55 - 64 years,Female,Other road users,Number,15
9745,All Killed and Injured Casualties,2019,65 years and over,Male,Pedestrians,Number,79
