,Statistic,Year,Age Group,Sex,Road User Type,UNIT,VALUE
8613,All Killed and Injured Casualties,2016,18 - 20 years,Male,Car drivers,Number,113
8614,All Killed and Injured Casualties,2016,18 - 20 years,Male,Car passengers,Number,106
8615,All Killed and Injured Casualties,2016,18 - 20 years,Male,Other road users,Number,23
8617,All Killed and Injured Casualties,2016,18 - 20 years,Female,Pedestrians,Number,34
8618,All Killed and Injured Casualties,2016,18 - 20 years,Female,Pedal cyclists,Number,14
8619,All Killed and Injured Casualties,2016,18 - 20 years,Female,Motor cyclists,Number,2
8621,All Killed and Injured Casualties,2016,18 - 20 years,Female,Car drivers,Number,47
8622,All Killed and Injured Casualties,2016,18 - 20 years,Female,Car passengers,Number,102
8623,All Killed and Injured Casualties,2016,18 - 20 years,Female,Other road users,Number,4
8625,All Killed and Injured Casualties,2016,21 - 24 years,Male,Pedestrians,Number,32
8626,All Killed and Injured Casualties,2016,21 - 24 years,Male,Pedal cyclists,Number,69
8627,All Killed and Injured Casualties,2016,21 - 24 years,Male,Motor cyclists,Number,30
8629,All Killed and Injured Casualties,2016,21 - 24 years,Male,Car drivers,Number,172
8630,All Killed and Injured Casualties,2016,21 - 24 years,Male,Car passengers,Number,108
8631,All Killed and Injured Casualties,2016,21 - 24 years,Male,Other road users,Number,25
8633,All Killed and Injured Casualties,2016,21 - 24 years,Female,Pedestrians,Number,35
8634,All Killed and Injured Casualties,2016,21 - 24 years,Female,Pedal cyclists,Number,21
8635,All Killed and Injured Casualties,2016,21 - 24 years,Female,Motor cyclists,Number,2
8637,All Killed and Injured Casualties,2016,21 - 24 years,Female,Car drivers,Number,139
8638,All Killed and Injured Casualties,2016,21 - 24 years,Female,Car passengers,Number,107
8639,All Killed and Injured Casualties,2016,21 - 24 years,Female,Other road users,Number,4
8641,All Killed and Injured Casualties,2016,25 - 34 years,Male,Pedestrians,Number,81
8642,All Killed and Injured Casualties,2016,25 - 34 years,Male,Pedal cyclists,Number,164
8643,All Killed and Injured Casualties,2016,25 - 34 years,Male,Motor cyclists,Number,105
8645,All Killed and Injured Casualties,2016,25 - 34 years,Male,Car drivers,Number,343
8646,All Killed and Injured Casualties,2016,25 - 34 years,Male,Car passengers,Number,145
8647,All Killed and Injured Casualties,2016,25 - 34 years,Male,Other road users,Number,102
8649,All Killed and Injured Casualties,2016,25 - 34 years,Female,Pedestrians,Number,64
8650,All Killed and Injured Casualties,2016,25 - 34 years,Female,Pedal cyclists,Number,71
8651,All Killed and Injured Casualties,2016,25 - 34 years,Female,Motor cyclists,Number,8
8653,All Killed and Injured Casualties,2016,25 - 34 years,Female,Car drivers,Number,389
8654,All Killed and Injured Casualties,2016,25 - 34 years,Female,Car passengers,Number,149
8655,All Killed and Injured Casualties,2016,25 - 34 years,Female,Other road users,Number,15
8657,All Killed and Injured Casualties,2016,35 - 44 years,Male,Pedestrians,Number,88
8658,All Killed and Injured Casualties,2016,35 - 44 years,Male,Pedal cyclists,Number,157
8659,All Killed and Injured Casualties,2016,35 - 44 years,Male,Motor cyclists,Number,85
8661,All Killed and Injured Casualties,2016,35 - 44 years,Male,Car drivers,Number,359
8662,All Killed and Injured Casualties,2016,35 - 44 years,Male,Car passengers,Number,77
8663,All Killed and Injured Casualties,2016,35 - 44 years,Male,Other road users,Number,99
8665,All Killed and Injured Casualties,2016,35 - 44 years,Female,Pedestrians,Number,52
8666,All Killed and Injured Casualties,2016,35 - 44 years,Female,Pedal cyclists,Number,69
8667,All Killed and Injured Casualties,2016,35 - 44 years,Female,Motor cyclists,Number,9
8669,All Killed and Injured Casualties,2016,35 - 44 years,Female,Car drivers,Number,380
8670,All Killed and Injured Casualties,2016,35 - 44 years,Female,Car passengers,Number,100
8671,All Killed and Injured Casualties,2016,35 - 44 years,Female,Other road users,Number,28
8673,All Killed and Injured Casualties,2016,45 - 54 years,Male,Pedestrians,Number,57
8674,All Killed and Injured Casualties,2016,45 - 54 years,Male,Pedal cyclists,Number,114
8675,All Killed and Injured Casualties,2016,45 - 54 years,Male,Motor cyclists,Number,61
8677,All Killed and Injured Casualties,2016,45 - 54 years,Male,Car drivers,Number,247
8678,All Killed and Injured Casualties,2016,45 - 54 years,Male,Car passengers,Number,39
8679,All Killed and Injured Casualties,2016,45 - 54 years,Male,Other road users,Number,88
8681,All Killed and Injured Casualties,2016,45 - 54 years,Female,Pedestrians,Number,55
8682,All Killed and Injured Casualties,2016,45 - 54 years,Female,Pedal cyclists,Number,34
8683,All Killed and Injured Casualties,2016,45 - 54 years,Female,Motor cyclists,Number,6
8685,All Killed and Injured Casualties,2016,45 - 54 years,Female,Car drivers,Number,262
8686,All Killed and Injured Casualties,2016,45 - 54 years,Female,Car passengers,Number,74
8687,All Killed and Injured Casualties,2016,45 - 54 years,Female,Other road users,Number,8
8689,All Killed and Injured Casualties,2016,55 - 64 years,Male,Pedestrians,Number,65
8690,All Killed and Injured Casualties,2016,55 - 64 years,Male,Pedal cyclists,Number,60
8691,All Killed and Injured Casualties,2016,55 - 64 years,Male,Motor cyclists,Number,30
8693,All Killed and Injured Casualties,2016,55 - 64 years,Male,Car drivers,Number,151
8694,All Killed and Injured Casualties,2016,55 - 64 years,Male,Car passengers,Number,28
8695,All Killed and Injured Casualties,2016,55 - 64 years,Male,Other road users,Number,61
8697,All Killed and Injured Casualties,2016,55 - 64 years,Female,Pedestrians,Number,51
8698,All Killed and Injured Casualties,2016,55 - 64 years,Female,Pedal cyclists,Number,18
8699,All Killed and Injured Casualties,2016,55 - 64 years,Female,Motor cyclists,Number,2
8701,All Killed and Injured Casualties,2016,55 - 64 years,Female,Car drivers,Number,159
8702,All Killed and Injured Casualties,2016,55 - 64 years,Female,Car passengers,Number,60
8703,All Killed and Injured Casualties,2016,55 - 64 years,Female,Other road users,Number,9
8705,All Killed and Injured Casualties,2016,65 years and over,Male,Pedestrians,Number,83
8706,All Killed and Injured Casualties,2016,65 years and over,Male,Pedal cyclists,Number,32
8707,All Killed and Injured Casualties,2016,65 years and over,Male,Motor cyclists,Number,16
8709,All Killed and Injured Casualties,2016,65 years and over,Male,Car drivers,Number,208
8710,All Killed and Injured Casualties,2016,65 years and over,Male,Car passengers,Number,26
8711,All Killed and Injured Casualties,2016,65 years and over,Male,Other road users,Number,33
8713,All Killed and Injured Casualties,2016,65 years and over,Female,Pedestrians,Number,89
8714,All Killed and Injured Casualties,2016,65 years and over,Female,Pedal cyclists,Number,15
8715,All Killed and Injured Casualties,2016,65 years and over,Female,Motor cyclists,Number,2
8717,All Killed and Injured Casualties,2016,65 years and over,Female,Car drivers,Number,118
8718,All Killed and Injured Casualties,2016,65 years and over,Female,Car passengers,Number,110
8719,All Killed and Injured Casualties,2016,65 years and over,Female,Other road users,Number,8
8721,All Killed and Injured Casualties,2016,Age unknown,Male,Pedestrians,Number,0
8722,All Killed and Injured Casualties,2016,Age unknown,Male,Pedal cyclists,Number,0
8723,All Killed and Injured Casualties,2016,Age unknown,Male,Motor cyclists,Number,0
8725,All Killed and Injured Casualties,2016,Age unknown,Male,Car drivers,Number,0
8726,All Killed and Injured Casualties,2016,Age unknown,Male,Car passengers,Number,0
8727,All Killed and Injured Casualties,2016,Age unknown,Male,Other road users,Number,3
8729,All Killed and Injured Casualties,2016,Age unknown,Female,Pedestrians,Number,0
8730,All Killed and Injured Casualties,2016,Age unknown,Female,Pedal cyclists,Number,0
8731,All Killed and Injured Casualties,2016,Age unknown,Female,Motor cyclists,Number,0
8733,All Killed and Injured Casualties,2016,Age unknown,Female,Car drivers,Number,0
8734,All Killed and Injured Casualties,2016,Age unknown,Female,Car passengers,Number,0
8735,All Killed and Injured Casualties,2016,Age unknown,Female,Other road users,Number,0
8737,All Killed and Injured Casualties,2017,All ages,Male,Pedestrians,Number,654
8738,All Killed and Injured Casualties,2017,All ages,Male,Pedal cyclists,Number,792
8739,All Killed and Injured Casualties,2017,All ages,Male,Motor cyclists,Number,342
8741,All Killed and Injured Casualties,2017,All ages,Male,Car drivers,Number,1642
8742,All Killed and Injured Casualties,2017,All ages,Male,Car passengers,Number,695
8743,All Killed and Injured Casualties,2017,All ages,Male,Other road users,Number,467
8745,All Killed and Injured Casualties,2017,All ages,Female,Pedestrians,Number,505
8746,All Killed and Injured Casualties,2017,All ages,Female,Pedal cyclists,Number,280
8747,All Killed and Injured Casualties,2017,All ages,Female,Motor cyclists,Number,32
8749,All Killed and Injured Casualties,2017,All ages,Female,Car drivers,Number,1510
8750,All Killed and Injured Casualties,2017,All ages,Female,Car passengers,Number,904
8751,All Killed and Injured Casualties,2017,All ages,Female,Other road users,Number,92
8753,All Killed and Injured Casualties,2017,0 - 5 years,Male,Pedestrians,Number,32
8754,All Killed and Injured Casualties,2017,0 - 5 years,Male,Pedal cyclists,Number,6
8755,All Killed and Injured Casualties,2017,0 - 5 years,Male,Motor cyclists,Number,1
8757,All Killed and Injured Casualties,2017,0 - 5 years,Male,Car drivers,Number,0
8758,All Killed and Injured Casualties,2017,0 - 5 years,Male,Car passengers,Number,49
8759,All Killed and Injured Casualties,2017,0 - 5 years,Male,Other road users,Number,1
8761,All Killed and Injured Casualties,2017,0 - 5 years,Female,Pedestrians,Number,16
8762,All Killed and Injured Casualties,2017,0 - 5 years,Female,Pedal cyclists,Number,1
8763,All Killed and Injured Casualties,2017,0 - 5 years,Female,Motor cyclists,Number,0
8765,All Killed and Injured Casualties,2017,0 - 5 years,Female,Car drivers,Number,0
8766,All Killed and Injured Casualties,2017,0 - 5 years,Female,Car passengers,Number,55
8767,All Killed and Injured Casualties,2017,0 - 5 years,Female,Other road users,Number,1
8769,All Killed and Injured Casualties,2017,6 - 9 years,Male,Pedestrians,Number,34
8770,All Killed and Injured Casualties,2017,6 - 9 years,Male,Pedal cyclists,Number,11
8771,All Killed and Injured Casualties,2017,6 - 9 years,Male,Motor cyclists,Number,1
8773,All Killed and Injured Casualties,2017,6 - 9 years,Male,Car drivers,Number,0
8774,All Killed and Injured Casualties,2017,6 - 9 years,Male,Car passengers,Number,45
8775,All Killed and Injured Casualties,2017,6 - 9 years,Male,Other road users,Number,2
8777,All Killed and Injured Casualties,2017,6 - 9 years,Female,Pedestrians,Number,34
8778,All Killed and Injured Casualties,2017,6 - 9 years,Female,Pedal cyclists,Number,4
8779,All Killed and Injured Casualties,2017,6 - 9 years,Female,Motor cyclists,Number,0
8781,All Killed and Injured Casualties,2017,6 - 9 years,Female,Car drivers,Number,0
8782,All Killed and Injured Casualties,2017,6 - 9 years,Female,Car passengers,Number,57
8783,All Killed and Injured Casualties,2017,6 - 9 years,Female,Other road users,Number,4
8785,All Killed and Injured Casualties,2017,10 - 14 years,Male,Pedestrians,Number,55
8786,All Killed and Injured Casualties,2017,10 - 14 years,Male,Pedal cyclists,Number,42
8787,All Killed and Injured Casualties,2017,10 - 14 years,Male,Motor cyclists,Number,1
8789,All Killed and Injured Casualties,2017,10 - 14 years,Male,Car drivers,Number,0
8790,All Killed and Injured Casualties,2017,10 - 14 years,Male,Car passengers,Number,57
8791,All Killed and Injured Casualties,2017,10 - 14 years,Male,Other road users,Number,9
8793,All Killed and Injured Casualties,2017,10 - 14 years,Female,Pedestrians,Number,39
8794,All Killed and Injured Casualties,2017,10 - 14 years,Female,Pedal cyclists,Number,6
8795,All Killed and Injured Casualties,2017,10 - 14 years,Female,Motor cyclists,Number,0
8797,All Killed and Injured Casualties,2017,10 - 14 years,Female,Car drivers,Number,0
8798,All Killed and Injured Casualties,2017,10 - 14 years,Female,Car passengers,Number,73
8799,All Killed and Injured Casualties,2017,10 - 14 years,Female,Other road users,Number,4
8801,All Killed and Injured Casualties,2017,15 - 17 years,Male,Pedestrians,Number,37
8802,All Killed and Injured Casualties,2017,15 - 17 years,Male,Pedal cyclists,Number,47
8803,All Killed and Injured Casualties,2017,15 - 17 years,Male,Motor cyclists,Number,7
8805,All Killed and Injured Casualties,2017,15 - 17 years,Male,Car drivers,Number,11
8806,All Killed and Injured Casualties,2017,15 - 17 years,Male,Car passengers,Number,50
8807,All Killed and Injured Casualties,2017,15 - 17 years,Male,Other road users,Number,11
8809,All Killed and Injured Casualties,2017,15 - 17 years,Female,Pedestrians,Number,21
8810,All Killed and Injured Casualties,2017,15 - 17 years,Female,Pedal cyclists,Number,3
8811,All Killed and Injured Casualties,2017,15 - 17 years,Female,Motor cyclists,Number,0
8813,All Killed and Injured Casualties,2017,15 - 17 years,Female,Car drivers,Number,2
8814,All Killed and Injured Casualties,2017,15 - 17 years,Female,Car passengers,Number,61
8815,All Killed and Injured Casualties,2017,15 - 17 years,Female,Other road users,Number,2
8817,All Killed and Injured Casualties,2017,18 - 20 years,Male,Pedestrians,Number,42
8818,All Killed and Injured Casualties,2017,18 - 20 years,Male,Pedal cyclists,Number,44
8819,All Killed and Injured Casualties,2017,18 - 20 years,Male,Motor cyclists,Number,25
8821,All Killed and Injured Casualties,2017,18 - 20 years,Male,Car drivers,Number,114
8822,All Killed and Injured Casualties,2017,18 - 20 years,Male,Car passengers,Number,95
8823,All Killed and Injured Casualties,2017,18 - 20 years,Male,Other road users,Number,22
8825,All Killed and Injured Casualties,2017,18 - 20 years,Female,Pedestrians,Number,31
8826,All Killed and Injured Casualties,2017,18 - 20 years,Female,Pedal cyclists,Number,7
8827,All Killed and Injured Casualties,2017,18 - 20 years,Female,Motor cyclists,Number,2
8829,All Killed and Injured Casualties,2017,18 - 20 years,Female,Car drivers,Number,44
8830,All Killed and Injured Casualties,2017,18 - 20 years,Female,Car passengers,Number,87
8831,All Killed and Injured Casualties,2017,18 - 20 years,Female,Other road users,Number,4
8833,All Killed and Injured Casualties,2017,21 - 24 years,Male,Pedestrians,Number,50
8834,All Killed and Injured Casualties,2017,21 - 24 years,Male,Pedal cyclists,Number,65
8835,All Killed and Injured Casualties,2017,21 - 24 years,Male,Motor cyclists,Number,25
8837,All Killed and Injured Casualties,2017,21 - 24 years,Male,Car drivers,Number,171
8838,All Killed and Injured Casualties,2017,21 - 24 years,Male,Car passengers,Number,88
8839,All Killed and Injured Casualties,2017,21 - 24 years,Male,Other road users,Number,37
8841,All Killed and Injured Casualties,2017,21 - 24 years,Female,Pedestrians,Number,36
8842,All Killed and Injured Casualties,2017,21 - 24 years,Female,Pedal cyclists,Number,32
8843,All Killed and Injured Casualties,2017,21 - 24 years,Female,Motor cyclists,Number,4
8845,All Killed and Injured Casualties,2017,21 - 24 years,Female,Car drivers,Number,115
8846,All Killed and Injured Casualties,2017,21 - 24 years,Female,Car passengers,Number,74
8847,All Killed and Injured Casualties,2017,21 - 24 years,Female,Other road users,Number,9
8849,All Killed and Injured Casualties,2017,25 - 34 years,Male,Pedestrians,Number,123
8850,All Killed and Injured Casualties,2017,25 - 34 years,Male,Pedal cyclists,Number,171
8851,All Killed and Injured Casualties,2017,25 - 34 years,Male,Motor cyclists,Number,94
8853,All Killed and Injured Casualties,2017,25 - 34 years,Male,Car drivers,Number,348
8854,All Killed and Injured Casualties,2017,25 - 34 years,Male,Car passengers,Number,133
8855,All Killed and Injured Casualties,2017,25 - 34 years,Male,Other road users,Number,110
8857,All Killed and Injured Casualties,2017,25 - 34 years,Female,Pedestrians,Number,83
8858,All Killed and Injured Casualties,2017,25 - 34 years,Female,Pedal cyclists,Number,92
8859,All Killed and Injured Casualties,2017,25 - 34 years,Female,Motor cyclists,Number,8
8861,All Killed and Injured Casualties,2017,25 - 34 years,Female,Car drivers,Number,376
8862,All Killed and Injured Casualties,2017,25 - 34 years,Female,Car passengers,Number,123
8863,All Killed and Injured Casualties,2017,25 - 34 years,Female,Other road users,Number,20
8865,All Killed and Injured Casualties,2017,35 - 44 years,Male,Pedestrians,Number,91
8866,All Killed and Injured Casualties,2017,35 - 44 years,Male,Pedal cyclists,Number,203
8867,All Killed and Injured Casualties,2017,35 - 44 years,Male,Motor cyclists,Number,74
8869,All Killed and Injured Casualties,2017,35 - 44 years,Male,Car drivers,Number,327
8870,All Killed and Injured Casualties,2017,35 - 44 years,Male,Car passengers,Number,64
8871,All Killed and Injured Casualties,2017,35 - 44 years,Male,Other road users,Number,121
8873,All Killed and Injured Casualties,2017,35 - 44 years,Female,Pedestrians,Number,62
8874,All Killed and Injured Casualties,2017,35 - 44 years,Female,Pedal cyclists,Number,70
8875,All Killed and Injured Casualties,2017,35 - 44 years,Female,Motor cyclists,Number,4
8877,All Killed and Injured Casualties,2017,35 - 44 years,Female,Car drivers,Number,363
8878,All Killed and Injured Casualties,2017,35 - 44 years,Female,Car passengers,Number,92
8879,All Killed and Injured Casualties,2017,35 - 44 years,Female,Other road users,Number,24
8881,All Killed and Injured Casualties,2017,45 - 54 years,Male,Pedestrians,Number,54
8882,All Killed and Injured Casualties,2017,45 - 54 years,Male,Pedal cyclists,Number,115
8883,All Killed and Injured Casualties,2017,45 - 54 years,Male,Motor cyclists,Number,70
8885,All Killed and Injured Casualties,2017,45 - 54 years,Male,Car drivers,Number,286
8886,All Killed and Injured Casualties,2017,45 - 54 years,Male,Car passengers,Number,44
8887,All Killed and Injured Casualties,2017,45 - 54 years,Male,Other road users,Number,80
8889,All Killed and Injured Casualties,2017,45 - 54 years,Female,Pedestrians,Number,57
8890,All Killed and Injured Casualties,2017,45 - 54 years,Female,Pedal cyclists,Number,30
8891,All Killed and Injured Casualties,2017,45 - 54 years,Female,Motor cyclists,Number,7
8893,All Killed and Injured Casualties,2017,45 - 54 years,Female,Car drivers,Number,268
8894,All Killed and Injured Casualties,2017,45 - 54 years,Female,Car passengers,Number,105
8895,All Killed and Injured Casualties,2017,45 - 54 years,Female,Other road users,Number,16
8897,All Killed and Injured Casualties,2017,55 - 64 years,Male,Pedestrians,Number,57
8898,All Killed and Injured Casualties,2017,55 - 64 years,Male,Pedal cyclists,Number,63
8899,All Killed and Injured Casualties,2017,55 - 64 years,Male,Motor cyclists,Number,30
8901,All Killed and Injured Casualties,2017,55 - 64 years,Male,Car drivers,Number,159
8902,All Killed and Injured Casualties,2017,55 - 64 years,Male,Car passengers,Number,26
8903,All Killed and Injured Casualties,2017,55 - 64 years,Male,Other road users,Number,43
8905,All Killed and Injured Casualties,2017,55 - 64 years,Female,Pedestrians,Number,43
8906,All Killed and Injured Casualties,2017,55 - 64 years,Female,Pedal cyclists,Number,26
8907,All Killed and Injured Casualties,2017,55 - 64 years,Female,Motor cyclists,Number,7
8909,All Killed and Injured Casualties,2017,55 - 64 years,Female,Car drivers,Number,177
8910,All Killed and Injured Casualties,2017,55 - 64 years,Female,Car passengers,Number,75
8911,All Killed and Injured Casualties,2017,55 - 64 years,Female,Other road users,Number,5
8913,All Killed and Injured Casualties,2017,65 years and over,Male,Pedestrians,Number,78
8914,All Killed and Injured Casualties,2017,65 years and over,Male,Pedal cyclists,Number,25
8915,All Killed and Injured Casualties,2017,65 years and over,Male,Motor cyclists,Number,14
8917,All Killed and Injured Casualties,2017,65 years and over,Male,Car drivers,Number,226
8918,All Killed and Injured Casualties,2017,65 years and over,Male,Car passengers,Number,44
8919,All Killed and Injured Casualties,2017,65 years and over,Male,Other road users,Number,31
8921,All Killed and Injured Casualties,2017,65 years and over,Female,Pedestrians,Number,83
8922,All Killed and Injured Casualties,2017,65 years and over,Female,Pedal cyclists,Number,9
8923,All Killed and Injured Casualties,2017,65 years and over,Female,Motor cyclists,Number,0
8925,All Killed and Injured Casualties,2017,65 years and over,Female,Car drivers,Number,164
8926,All Killed and Injured Casualties,2017,65 years and over,Female,Car passengers,Number,101
8927,All Killed and Injured Casualties,2017,65 years and over,Female,Other road users,Number,3
8929,All Killed and Injured Casualties,2017,Age unknown,Male,Pedestrians,Number,1
8930,All Killed and Injured Casualties,2017,Age unknown,Male,Pedal cyclists,Number,0
8931,All Killed and Injured Casualties,2017,Age unknown,Male,Motor cyclists,Number,0
8933,All Killed and Injured Casualties,2017,Age unknown,Male,Car drivers,Number,0
8934,All Killed and Injured Casualties,2017,Age unknown,Male,Car passengers,Number,0
8935,All Killed and Injured Casualties,2017,Age unknown,Male,Other road users,Number,0
8937,All Killed and Injured Casualties,2017,Age unknown,Female,Pedestrians,Number,0
8938,All Killed and Injured Casualties,2017,Age unknown,Female,Pedal cyclists,Number,0
8939,All Killed and Injured Casualties,2017,Age unknown,Female,Motor cyclists,Number,0
8941,All Killed and Injured Casualties,2017,Age unknown,Female,Car drivers,Number,1
8942,All Killed and Injured Casualties,2017,Age unknown,Female,Car passengers,Number,1
8943,All Killed and Injured Casualties,2017,Age unknown,Female,Other road users,Number,0
8945,All Killed and Injured Casualties,2018,All ages,Male,Pedestrians,Number,616
8946,All Killed and Injured Casualties,2018,All ages,Male,Pedal cyclists,Number,811
8947,All Killed and Injured Casualties,2018,All ages,Male,Motor cyclists,Number,441
8949,All Killed and Injured Casualties,2018,All ages,Male,Car drivers,Number,1640
8950,All Killed and Injured Casualties,2018,All ages,Male,Car passengers,Number,641
8951,All Killed and Injured Casualties,2018,All ages,Male,Other road users,Number,541
8953,All Killed and Injured Casualties,2018,All ages,Female,Pedestrians,Number,523
8954,All Killed and Injured Casualties,2018,All ages,Female,Pedal cyclists,Number,261
8955,All Killed and Injured Casualties,2018,All ages,Female,Motor cyclists,Number,41
8957,All Killed and Injured Casualties,2018,All ages,Female,Car drivers,Number,1531
8958,All Killed and Injured Casualties,2018,All ages,Female,Car passengers,Number,921
8959,All Killed and Injured Casualties,2018,All ages,Female,Other road users,Number,138
8961,All Killed and Injured Casualties,2018,0 - 5 years,Male,Pedestrians,Number,23
8962,All Killed and Injured Casualties,2018,0 - 5 years,Male,Pedal cyclists,Number,2
8963,All Killed and Injured Casualties,2018,0 - 5 years,Male,Motor cyclists,Number,0
8965,All Killed and Injured Casualties,2018,0 - 5 years,Male,Car drivers,Number,0
8966,All Killed and Injured Casualties,2018,0 - 5 years,Male,Car passengers,Number,44
8967,All Killed and Injured Casualties,2018,0 - 5 years,Male,Other road users,Number,7
8969,All Killed and Injured Casualties,2018,0 - 5 years,Female,Pedestrians,Number,14
8970,All Killed and Injured Casualties,2018,0 - 5 years,Female,Pedal cyclists,Number,1
8971,All Killed and Injured Casualties,2018,0 - 5 years,Female,Motor cyclists,Number,0
8973,All Killed and Injured Casualties,2018,0 - 5 years,Female,Car drivers,Number,0
8974,All Killed and Injured Casualties,2018,0 - 5 years,Female,Car passengers,Number,42
8975,All Killed and Injured Casualties,2018,0 - 5 years,Female,Other road users,Number,1
8977,All Killed and Injured Casualties,2018,6 - 9 years,Male,Pedestrians,Number,31
8978,All Killed and Injured Casualties,2018,6 - 9 years,Male,Pedal cyclists,Number,8
8979,All Killed and Injured Casualties,2018,6 - 9 years,Male,Motor cyclists,Number,0
8981,All Killed and Injured Casualties,2018,6 - 9 years,Male,Car drivers,Number,0
8982,All Killed and Injured Casualties,2018,6 - 9 years,Male,Car passengers,Number,44
8983,All Killed and Injured Casualties,2018,6 - 9 years,Male,Other road users,Number,9
8985,All Killed and Injured Casualties,2018,6 - 9 years,Female,Pedestrians,Number,19
8986,All Killed and Injured Casualties,2018,6 - 9 years,Female,Pedal cyclists,Number,4
8987,All Killed and Injured Casualties,2018,6 - 9 years,Female,Motor cyclists,Number,0
8989,All Killed and Injured Casualties,2018,6 - 9 years,Female,Car drivers,Number,0
8990,All Killed and Injured Casualties,2018,6 - 9 years,Female,Car passengers,Number,52
8991,All Killed and Injured Casualties,2018,6 - 9 years,Female,Other road users,Number,3
8993,All Killed and Injured Casualties,2018,10 - 14 years,Male,Pedestrians,Number,43
8994,All Killed and Injured Casualties,2018,10 - 14 years,Male,Pedal cyclists,Number,39
8995,All Killed and Injured Casualties,2018,10 - 14 years,Male,Motor cyclists,Number,2
8997,All Killed and Injured Casualties,2018,10 - 14 years,Male,Car drivers,Number,2
8998,All Killed and Injured Casualties,2018,10 - 14 years,Male,Car passengers,Number,68
8999,All Killed and Injured Casualties,2018,10 - 14 years,Male,Other road users,Number,5
9001,All Killed and Injured Casualties,2018,10 - 14 years,Female,Pedestrians,Number,39
9002,All Killed and Injured Casualties,2018,10 - 14 years,Female,Pedal cyclists,Number,9
9003,All Killed and Injured Casualties,2018,10 - 14 years,Female,Motor cyclists,Number,0
9005,All Killed and Injured Casualties,2018,10 - 14 years,Female,Car drivers,Number,0
9006,All Killed and Injured Casualties,2018,10 - 14 years,Female,Car passengers,Number,68
9007,All Killed and Injured Casualties,2018,10 - 14 years,Female,Other road users,Number,6
9009,All Killed and Injured Casualties,2018,15 - 17 years,Male,Pedestrians,Number,42
9010,All Killed and Injured Casualties,2018,15 - 17 years,Male,Pedal cyclists,Number,35
9011,All Killed and Injured Casualties,2018,15 - 17 years,Male,Motor cyclists,Number,9
9013,All Killed and Injured Casualties,2018,15 - 17 years,Male,Car drivers,Number,10
9014,All Killed and Injured Casualties,2018,15 - 17 years,Male,Car passengers,Number,61
9015,All Killed and Injured Casualties,2018,15 - 17 years,Male,Other road users,Number,16
9017,All Killed and Injured Casualties,2018,15 - 17 years,Female,Pedestrians,Number,29
9018,All Killed and Injured Casualties,2018,15 - 17 years,Female,Pedal cyclists,Number,3
9019,All Killed and Injured Casualties,2018,15 - 17 years,Female,Motor cyclists,Number,0
9021,All Killed and Injured Casualties,2018,15 - 17 years,Female,Car drivers,Number,2
9022,All Killed and Injured Casualties,2018,15 - 17 years,Female,Car passengers,Number,77
9023,All Killed and Injured Casualties,2018,15 - 17 years,Female,Other road users,Number,9
9025,All Killed and Injured Casualties,2018,18 - 20 years,Male,Pedestrians,Number,29
9026,All Killed and Injured Casualties,2018,18 - 20 years,Male,Pedal cyclists,Number,29
9027,All Killed and Injured Casualties,2018,18 - 20 years,Male,Motor cyclists,Number,36
9029,All Killed and Injured Casualties,2018,18 - 20 years,Male,Car drivers,Number,98
9030,All Killed and Injured Casualties,2018,18 - 20 years,Male,Car passengers,Number,78
9031,All Killed and Injured Casualties,2018,18 - 20 years,Male,Other road users,Number,25
9033,All Killed and Injured Casualties,2018,18 - 20 years,Female,Pedestrians,Number,22
9034,All Killed and Injured Casualties,2018,18 - 20 years,Female,Pedal cyclists,Number,11
9035,All Killed and Injured Casualties,2018,18 - 20 years,Female,Motor cyclists,Number,2
9037,All Killed and Injured Casualties,2018,18 - 20 years,Female,Car drivers,Number,49
9038,All Killed and Injured Casualties,2018,18 - 20 years,Female,Car passengers,Number,90
9039,All Killed and Injured Casualties,2018,18 - 20 years,Female,Other road users,Number,4
9041,All Killed and Injured Casualties,2018,21 - 24 years,Male,Pedestrians,Number,35
9042,All Killed and Injured Casualties,2018,21 - 24 years,Male,Pedal cyclists,Number,59
9043,All Killed and Injured Casualties,2018,21 - 24 years,Male,Motor cyclists,Number,38
9045,All Killed and Injured Casualties,2018,21 - 24 years,Male,Car drivers,Number,150
9046,All Killed and Injured Casualties,2018,21 - 24 years,Male,Car passengers,Number,86
9047,All Killed and Injured Casualties,2018,21 - 24 years,Male,Other road users,Number,23
9049,All Killed and Injured Casualties,2018,21 - 24 years,Female,Pedestrians,Number,42
9050,All Killed and Injured Casualties,2018,21 - 24 years,Female,Pedal cyclists,Number,31
9051,All Killed and Injured Casualties,2018,21 - 24 years,Female,Motor cyclists,Number,7
9053,All Killed and Injured Casualties,2018,21 - 24 years,Female,Car drivers,Number,121
9054,All Killed and Injured Casualties,2018,21 - 24 years,Female,Car passengers,Number,78
9055,All Killed and Injured Casualties,2018,21 - 24 years,Female,Other road users,Number,9
9057,All Killed and Injured Casualties,2018,25 - 34 years,Male,Pedestrians,Number,107
9058,All Killed and Injured Casualties,2018,25 - 34 years,Male,Pedal cyclists,Number,183
9059,All Killed and Injured Casualties,2018,25 - 34 years,Male,Motor cyclists,Number,119
9061,All Killed and Injured Casualties,2018,25 - 34 years,Male,Car drivers,Number,332
9062,All Killed and Injured Casualties,2018,25 - 34 years,Male,Car passengers,Number,118
